subject,deck,topic,front,back
Radiology,Part-1,Thumb Rules - MRI,When is cardiac CT performed in the cardiac cycle and how?,"In mid-diastole, assisted by synchronous ECG gating - because the least cardiac motion occurs during diastole."
Radiology,Part-1,Thumb Rules - MRI,What is cardiac CT used for in CAD?,Calcium scoring - denotes the degree of atherosclerosis and helps determine prognosis.
Radiology,Part-1,Thumb Rules - MRI,Difference between MDCT (multi-slice/multi-detector CT) and spiral CT per rotation?,MDCT takes multiple sections in 1 rotation; spiral CT takes only one section in 1 rotation.
Radiology,Part-1,USG - Principles,"What frequency range does USG use, and two general advantages?",2-20 MHz; no radiation and readily available.
Radiology,Part-1,USG - Principles,What is the USG transducer made of and on what principle does it work?,Lead zirconate; works on piezoelectric current.
Radiology,Part-1,USG - Principles,Relationship between USG frequency and depth of penetration?,Frequency is inversely proportional to depth (frequency ∝ 1/depth).
Radiology,Part-1,USG - Principles,Describe posterior acoustic shadowing and what produces it.,"A stone is hyperechoic - it absorbs and refracts the waves passing through it, so it looks white. It is seen with gall stones, bones and air = 'dirty shadowing'. [Note as written: the source also labels the area behind the stone 'hyperechoic' - flagged as likely a slip, since shadowing classically casts a dark/anechoic shadow behind.]"
Radiology,Part-1,USG - Principles,Describe posterior acoustic enhancement.,"A fluid-filled mass (cyst) lets all sound waves pass, so it is anechoic; the area behind it appears hyperechoic."
Radiology,Part-1,USG - Principles,"What is the most sensitive IOC for free fluid, and give examples of such fluid?","USG; e.g. cyst, ascites, pleural effusion, pericardial effusion."
Radiology,Part-1,USG Modes and Doppler,"What do USG A-mode, B-mode and M-mode each measure?",A-mode = amplitude; B-mode = brightness (most commonly used); M-mode = motion.
Radiology,Part-1,USG Modes and Doppler,What are the uses of M-mode USG?,Fetal heart rate (FHR) and pneumothorax.
Radiology,Part-1,USG Modes and Doppler,"On color Doppler, what do red and blue indicate, and what is this called?",Red = blood flowing towards the probe; Blue = blood flowing away from the probe; this is Duplex USG.
Radiology,Part-1,USG Modes and Doppler,What does spectral Doppler show and what is it called?,Velocity of blood over time; called Triplex USG.
Radiology,Part-1,Doppler Waveforms,"What determines the Doppler waveform, and what produces its three waves?",It depends on velocity: velocity rises in systole (wave 1) and falls in diastole (wave 2); elastic vessels in the extremities show the Windkessel effect (wave 3).
Radiology,Part-1,Doppler Waveforms,Where is a triphasic Doppler waveform seen?,In extremity arteries and arterioles.
Radiology,Part-1,Doppler Waveforms,Where is a biphasic Doppler waveform seen?,In visceral arteries.
Radiology,Part-1,Doppler Waveforms,Where is a monophasic Doppler waveform seen and what are its features?,In veins (blood returns in one direction; pulsation varies with HR and respiration) and in stenosed arteries (no change between systole and diastole); there is no flow in complete occlusion.
Radiology,Part-1,Thumb Rules - USG,"IOC for gallbladder pathology (gallstones, polyp, cholecystitis, any GB pathology)?",USG.
Radiology,Part-1,Thumb Rules - USG,"IOC for fluid/cyst (ascites, pleural effusion, pericardial effusion)?",USG.
Radiology,Part-1,Thumb Rules - USG,Preferred modality for pregnancy problem-solving / complex fetal imaging?,MRI.
Radiology,Part-1,Thumb Rules - USG,IOC for DVT and varicose veins?,Doppler.
Radiology,Part-1,Thumb Rules - USG,"For arterial diseases: initial investigation, IOC and gold standard?",Initial = USG Doppler; IOC = CT angiography; Gold standard = DSA.
Radiology,Part-1,Thumb Rules - USG,What is the Mickey Mouse sign on USG?,"The great saphenous vein entering the common femoral vein at the saphenofemoral junction (SFJ) - the three structures (CFA, CFV, GSV) form the Mickey Mouse appearance."
Radiology,Part-1,PYQ - Contrast Agents,"Which contrast agent is safe in a patient with renal failure, and why?","USG contrast agent ('Sonovue', given IV) - safe in renal failure because it has pulmonary excretion."
Radiology,Part-1,PYQ - Contrast Agents,"What is the MRI contrast agent, its route, and its main complication?","Gadolinium, IV route; complication = NSF (nephrogenic systemic fibrosis)."
Radiology,Part-1,PYQ - Contrast Agents,"What is the complication of iodinated (X-ray/CT) contrast, and how is it defined and prevented?",Contrast-induced nephropathy - a rise in serum creatinine by 0.5 mg in 48 hours; prevention by hydration.
Radiology,Part-1,PYQ - Contrast Agents,What must be ruled out before giving barium (oral/enema)?,"Perforation, obstruction, post-op status, and TEF (tracheo-esophageal fistula)."
Radiology,Part-1,PYQ - Contrast Agents,"In the RCM classification of contrast osmolality, which type has the highest and which the lowest osmolality?",Ionic (monomer/dimer) vs non-ionic (monomer/dimer): ionic monomer = highest osmolality; non-ionic dimer = lowest osmolality.
Radiology,Part-1,PYQ - Contrast Agents,Which allergy should be ruled out before giving contrast?,Sulfa allergy.
Radiology,Part-1,PYQ - Radiation Doses & Facts,"Which statement is correct: HU of water, CT X-ray filtering, CT dose, or CT for gallstones?",The HU of water is zero (the correct statement).
Radiology,Part-1,PYQ - Radiation Doses & Facts,Radiation dose of a chest X-ray (CXR)?,0.02 mSv.
Radiology,Part-1,PYQ - Radiation Doses & Facts,Radiation dose of a CT head?,2 mSv.
Radiology,Part-1,PYQ - Radiation Doses & Facts,Radiation dose of a CT thorax?,5 mSv.
Radiology,Part-1,PYQ - Radiation Doses & Facts,Radiation dose of a CT abdomen?,5 mSv.
Radiology,Part-1,PYQ - Radiation Doses & Facts,Radiation dose of a PET-CT?,25 mSv.
Radiology,Part-1,PYQ - Image Identification,A 28-year-old woman with severe headache is scheduled for CT - what must you definitely ask before the scan?,LMP (last menstrual period) - to rule out pregnancy before radiation exposure.
Radiology,Part-1,PYQ - Image Identification,"An imaging study of the thyroid (showing trachea, CCA, thyroid lobes) - which modality is it?",USG.
Radiology,Part-1,PYQ - Image Identification,An MRI of the brain showing multiple dark microhemorrhages - which sequence is it?,SWI (susceptibility weighted imaging).
Radiology,Part-1,PYQ - Image Identification,"On a CXR, a structure on the right marked between the 3rd intercostal level - identified as which rib?",Right 4th posterior rib.
Radiology,Part-2,Barium Studies,What percentage barium sulphate is used in a barium meal follow-through?,50% barium sulphate.
Radiology,Part-2,Barium Studies,"On a barium study, how do the duodenum, jejunum and ileum appear?","Duodenum = smooth; Jejunum = valvulae conniventes (valves of Kerckring, feathery); Ileum = featureless."
Radiology,Part-2,Barium Studies,Where is the tube placed in barium enteroclysis?,In the duodenum (advanced till the DJ flexure).
Radiology,Part-2,Barium Studies,"What does a barium enema demonstrate, and what concentration/technique is used?",Demonstrates haustrations; uses double contrast with 25% barium sulphate.
Radiology,Part-2,Achalasia Cardia,Key features of achalasia cardia on barium and its IOC?,Smooth tapering; LES not relaxing; it is a motility disorder; IOC = manometry; shows the bird beak sign.
Radiology,Part-2,Achalasia Cardia,"On the Chicago classification, what defines achalasia cardia, DES and Jackhammer/Nutcracker esophagus?",Achalasia cardia = raised IRP + absent peristalsis [source writes 'pericarditis' - peristalsis intended]; DES = reduced distal latency; Jackhammer/Nutcracker (hypercontractile esophagus) = DCI >8000 + high-amplitude contraction.
Radiology,Part-2,CA Esophagus,Barium and staging investigations for carcinoma esophagus?,Irregular outline; rat tail sign; IOC = UGI endoscopy + biopsy; T/N staging = EUS; M staging = PET-CT.
Radiology,Part-2,Diffuse Esophageal Spasm (DES),Features and signs of diffuse esophageal spasm?,Reduced distal latency; diffuse contraction; corkscrew appearance; rosary bead esophagus.
Radiology,Part-2,Eosinophilic Esophagitis,Features of eosinophilic esophagitis?,Feline esophagus; transient transverse bands; involves mid-low esophagus; also seen in GERD and hiatal hernia.
Radiology,Part-2,Intussusception,Typical age and clinical features of intussusception?,Age 6-8 months; pain + bleeding with red currant jelly stool.
Radiology,Part-2,Intussusception,"Most common type of intussusception, and its causes?",MC type = ileo-colic; causes = weaning and rotavirus.
Radiology,Part-2,Intussusception,Initial investigation and IOC/gold standard for intussusception?,Initial = USG; IOC/gold standard = barium enema > air enema > saline enema.
Radiology,Part-2,Intussusception,USG signs of intussusception?,"Donut sign (hypoechoic cortex with hyperechoic medulla), sandwich sign, target sign, pseudo-kidney sign."
Radiology,Part-2,Intussusception,Barium enema sign of intussusception?,Coiled spring sign / claw sign.
Radiology,Part-2,Pneumoperitoneum,Clinical features and diagnosis of pneumoperitoneum?,Pain abdomen + guarding/rigidity/tenderness; diagnosis = pneumoperitoneum / perforation peritonitis.
Radiology,Part-2,Pneumoperitoneum,Next step in management of pneumoperitoneum?,"It is a surgical emergency: IV fluids, then exploratory laparotomy."
Radiology,Part-2,Pneumoperitoneum,Most sensitive X-ray and most sensitive investigation for pneumoperitoneum (and which contrast is contraindicated)?,Most sensitive X-ray = CXR PA erect; most sensitive Ix = CECT + oral contrast (gastrograffin/iohexol); barium is contraindicated.
Radiology,Part-2,Pneumoperitoneum,What is Rigler's sign / double wall sign in pneumoperitoneum?,Both the inner and outer walls of the bowel/abdomen are visible.
Radiology,Part-2,Pneumoperitoneum,"On an erect CXR for pneumoperitoneum, which side is checked and why?","Always check the right side (for air under the diaphragm), because on the left side there is normally stomach air."
Radiology,Part-2,Pneumoperitoneum,What is the cupola sign?,Air outlines the median subphrenic space.
Radiology,Part-2,Intestinal Obstruction,Classic clinical tetrad of intestinal obstruction?,Pain abdomen + obstipation + abdominal distension + vomiting.
Radiology,Part-2,Intestinal Obstruction,Most common cause of SBO vs LBO?,SBO = adhesions (history of prior surgery); LBO = malignancy.
Radiology,Part-2,Intestinal Obstruction,Distribution of dilated bowel loops in SBO vs LBO?,SBO = central; LBO = periphery.
Radiology,Part-2,Intestinal Obstruction,"Diameter cut-offs (3-6-9 rule) for SBO, LBO and caecum?",Small bowel >3 cm; Large bowel >6 cm; Caecum >9 cm.
Radiology,Part-2,Intestinal Obstruction,"Valvulae conniventes, stepladder/string-of-pearls sign and haustra in SBO vs LBO?","Valvulae conniventes: present in SBO (jejunum), absent in LBO. Stepladder sign / string of pearls sign: + in SBO, - in LBO. Haustra: absent in SBO, ++ in LBO."
Radiology,Part-2,Intestinal Obstruction,Management of SBO vs LBO?,"SBO = conservative management (if no response in 24 hours, then surgery); LBO = surgery."
Radiology,Part-2,Barium Signs,What is the string sign and in which conditions is it seen?,"A narrowed, featureless ileum appears as a string; seen in TB (Fleischer sign on barium study), CHPS, and Crohn's disease (string sign of Kantor)."
Radiology,Part-2,Barium Signs,Barium signs of congenital hypertrophic pyloric stenosis (CHPS)?,"String sign, mushroom sign / Kirkin sign / umbrella sign, and single bubble sign."
Radiology,Part-2,Barium Signs,What is the lead pipe colon and in which condition is it seen?,Absence of haustrations; seen in ulcerative colitis (earliest sign = mucosal granularity).
Radiology,Part-2,Barium Signs,What is the apple core sign and what is it also known as?,Carcinoma colon; also known as the napkin ring sign.
Radiology,Part-2,Barium Signs,"What is the saw tooth sign, its IOC, and complication?",Sigmoid diverticulosis (outpouching of the sigmoid colon); IOC = colonoscopy > barium enema; complication = diverticulitis (IOC = CECT).
Radiology,Part-2,Hydatid Cyst,Imaging signs of hydatid cyst?,"Honeycomb sign, water-lily sign, and calcified cyst (end stage / inactive)."
Radiology,Part-2,Hydatid Cyst,Causative organism and most common site of hydatid cyst?,Echinococcus granulosus; most common site = liver > lung.
Radiology,Part-2,Hydatid Cyst,Name the three layers of a hydatid cyst from outer to inner.,"Pericyst, ectocyst, and endocyst."
Radiology,Part-2,Hydatid Cyst,Outline the Gharbi classification of hydatid cyst (I-V).,I = simple cyst; II = water-lily sign / water snake type; III = honeycomb appearance; IV = complex heterogeneous type; V = calcified cyst.
Radiology,Part-2,Gallbladder Pathologies,USG features of cholelithiasis (GB stone) and the WES sign?,"Hyperechoic stone with posterior acoustic shadow; no jaundice. WES (wall-echo-shadow) sign = a stone in a contracted gallbladder (wall, echo, shadow)."
Radiology,Part-2,Gallbladder Pathologies,"Features of acute cholecystitis, its IOC and most accurate test?","Stone impacted at the neck; thick wall >3 mm; fever, pain, tenderness; Murphy's sign positive; IOC = USG; most accurate = HIDA scan."
Radiology,Part-2,Gallbladder Pathologies,Features of a GB polyp and when to do prophylactic cholecystectomy?,"Hyperechoic, no shadow; if >1 cm, do prophylactic cholecystectomy."
Radiology,Part-2,Gallbladder Pathologies,"What does the comet tail artifact indicate in the GB, and on CT?",Adenomyomatosis - cholesterol crystals within Rokitansky-Aschoff sinuses. Comet tail on CT (chest) = round atelectasis.
Radiology,Part-2,Gallbladder Pathologies,Management of a Phrygian cap?,Reassure.
Radiology,Part-2,Obstructive Jaundice,Investigation for obstructive jaundice and the CBD cut-off indicating obstruction?,Initial = USG; CBD dilatation >6 mm indicates CBD obstruction (double barrel sign).
Radiology,Part-2,Obstructive Jaundice,"Why is MRCP the next/IOC for obstructive jaundice, and how does a stone appear?","MRCP (T2W) is non-invasive, uses no contrast and no radiation; on heavily T2W imaging all fluid is white and a stone appears as a signal void."
Radiology,Part-2,Obstructive Jaundice,What is the gold standard for obstructive jaundice and how do stones appear on it?,"ERCP (invasive, uses contrast and radiation); stones appear as filling defects."
Radiology,Part-2,Sclerosing Cholangitis & Bile Leak,Features of primary sclerosing cholangitis?,Associated with IBD; onion-skinning duct lesions; pANCA positive; MRI shows a beaded appearance.
Radiology,Part-2,Sclerosing Cholangitis & Bile Leak,"Work-up of a suspected bile leak (initial, best, most sensitive)?",History of cholecystectomy with increased drain output/jaundice. Initial = USG (USG-guided pigtail catheter); best = ERCP (stent); most sensitive = HIDA (shows the leak but not its type or site).
Radiology,Part-2,PYQ - GI/HBP,A 6-month-old baby with bilious vomiting; abdominal X-ray shows a double bubble - diagnosis?,Duodenal atresia.
Radiology,Part-2,PYQ - GI/HBP,Radiological IOC for pheochromocytoma?,MRI.
Radiology,Part-2,PYQ - GI/HBP,"An elderly lady with abdominal pain, distension and chronic constipation - most likely diagnosis?",Sigmoid volvulus.
Radiology,Part-2,PYQ - GI/HBP,"Sigmoid vs cecal volvulus - sign, haustra and number of loops?","Sigmoid: coffee bean sign, haustra absent, 2 loops. Cecal: C-sign, haustra present, 1 loop (predisposing factors: pregnancy, pelvic surgery)."
Radiology,Part-2,PYQ - GI/HBP,"A 48-year-old lady with RUQ pain, multiple GB calculi, no wall thickening, CBD 12 mm, GGT 5x raised, ALP 400 IU - next step?",MRCP.
Radiology,Part-2,PYQ - GI/HBP,"A 40-year-old with jaundice, raised bilirubin and GGT, scleroatrophic GB with dilated CBD and impacted calculi - next step?",ERCP.
Radiology,Part-2,PYQ - GI/HBP,"A 60-year-old with increased bowel sounds, dilated small bowel loops and air in the biliary tree (h/o hysterectomy) - diagnosis?",Gallstone ileus - Rigler's triad = pneumobilia (air in biliary tree) + small bowel obstruction + stone at the ileocaecal junction.
Radiology,Part-2,PYQ - GI/HBP,A neonatal abdominal X-ray showing the football sign - diagnosis?,Pneumoperitoneum.
Radiology,Part-3,IVP Signs,What does the cobra head / adder head sign indicate on IVP?,Ureterocele (cystic dilatation of the distal part of the ureter).
Radiology,Part-3,IVP Signs,"What does the hand-shaking calyces / flower vase sign indicate, and its key features?",Horseshoe kidney - the lower poles of the calyces are fused; ascent is prevented by the IMA (inferior mesenteric artery); there is an increased risk of TCC.
Radiology,Part-3,Renal Signs - TB/Calculi/Calcinosis,Features of putty kidney (GU TB) and its most sensitive Ix?,Sterile pyuria; thimble bladder; increased frequency of voiding; most sensitive Ix = IVP; moth-eaten / phantom calyces.
Radiology,Part-3,Renal Signs - TB/Calculi/Calcinosis,"What organism, stone type and crystals are associated with a staghorn calculus?",Proteus infection; struvite (triple phosphate) stone; coffin-lid crystals.
Radiology,Part-3,Renal Signs - TB/Calculi/Calcinosis,Causes of nephrocalcinosis (bilateral medullary)?,"Increased calcium, oxaluria, and increased PTH."
Radiology,Part-3,Renal Cysts,"On which modality is the Bosniak classification done, and the malignancy risk of a simple cyst?",CECT; a simple cyst has 0% risk of malignancy.
Radiology,Part-3,Renal Cysts,Features and signs of AD PCKD?,Bilateral renal cysts; associated with berry aneurysm; shows the spider leg sign (on IVP).
Radiology,Part-3,MCU / VUR / PUV,Describe the MCU (micturating cystourethrogram) procedure.,"450-500 ml saline + contrast is injected into the bladder through a Foley's catheter; the person is asked to void and an X-ray is taken, opacifying the bladder and urethra."
Radiology,Part-3,MCU / VUR / PUV,Name the parts of the urethra and which form the anterior urethra.,"Prostatic, membranous, bulbar and penile; the bulbar + penile parts form the anterior urethra."
Radiology,Part-3,MCU / VUR / PUV,"What is VUR the most common cause of, and what defines grade V?","Most common cause of recurrent UTI in children; grade V = a dilated, tortuous ureter with ballooning of the calyces."
Radiology,Part-3,MCU / VUR / PUV,"What is PUV the most common cause of, and its key feature?",Posterior urethral valves - the most common cause of obstructive uropathy in children; the valve does not allow contrast to pass beyond it.
Radiology,Part-3,MCU / VUR / PUV,"What does the keyhole sign indicate, and what is associated with it?",Posterior urethral valves (PUV); associated with oligohydramnios.
Radiology,Part-3,Urethral Trauma,Clinical features of urethral trauma?,Inability to void urine and blood at the meatus.
Radiology,Part-3,Urethral Trauma,Risk factors for anterior vs posterior urethral injury?,Anterior = straddle injury; Posterior = pelvic fracture.
Radiology,Part-3,Urethral Trauma,Which procedures are contraindicated and what is the IOC in urethral trauma?,Foley's catheter and MCU are contraindicated; IOC = RGU (retrograde urethrogram).
Radiology,Part-3,Urethral Trauma,Management pathway for urethral trauma?,"SPC (supra-pubic cystostomy), then after 4-6 weeks delayed urethroplasty (definitive treatment); if the urinary bladder is not palpable, wait and watch."
Radiology,Part-3,Bladder Trauma,What is the IOC for bladder trauma?,CT cystography.
Radiology,Part-3,Bladder Trauma,Sign and management of extraperitoneal bladder rupture?,Molar tooth sign / flame sign; managed conservatively.
Radiology,Part-3,Bladder Trauma,Management of intraperitoneal bladder rupture?,Surgery.
Radiology,Part-3,Obstetric USG - Early Pregnancy,What is the earliest structure seen in pregnancy and at what gestational age (TVS vs TAS)?,"Gestational sac; TVS = 4.5-5 weeks, TAS = 5.5-6 weeks."
Radiology,Part-3,Obstetric USG - Early Pregnancy,What is the earliest sign of the gestational sac and its appearance?,"Intra-decidual sign - eccentric, with a well-defined wall. (The double decidual sign is also seen.)"
Radiology,Part-3,Obstetric USG - Early Pregnancy,At what gestational age is the yolk sac seen?,5.5-6 weeks.
Radiology,Part-3,Obstetric USG - Early Pregnancy,"At what gestational age is the embryo/fetal pole seen, and what is the surest sign of viability?",6.5-7 weeks; FHS positive (fetal heart sound) is the surest sign of viability.
Radiology,Part-3,Obstetric USG - Early Pregnancy,What two structures make up the double bleb sign?,The amniotic sac and the yolk sac.
Radiology,Part-3,PYQ - GU/Obstetric,"A 45-year-old with a renal mass on CECT; which renal tumor, and what is it associated with?","Renal angiomyolipoma; associated with tuberous sclerosis (features: seizures, subependymal nodules, adenoma sebaceum, shagreen patch)."
Radiology,Part-3,PYQ - GU/Obstetric,"A 55-year-old man with a renal mass; most common type, association, and features?","Renal cell carcinoma; most common = clear cell RCC; associated with VHL (chromosome 3p); features include hemangioblastoma (spinal, cerebellar) and pheochromocytoma."
Radiology,Part-3,PYQ - GU/Obstetric,A 45-year-old with abnormal uterine bleeding; USG shows a feeding vessel sign - diagnosis?,Endometrial polyp.
Radiology,Part-3,PYQ - GU/Obstetric,A 34-year-old on OCP with amenorrhea; best method to calculate gestational age and why?,"CRL by USG - because LMP is unreliable (forgotten LMP, irregular menses, lactational amenorrhea, history of OCP use)."
Radiology,Part-3,PYQ - GU/Obstetric,"A 30-year-old with a pelvic fracture, unable to pass urine, with blood at the meatus; RGU performed - most likely site of urethral injury?",Membranous urethra (posterior urethra - associated with pelvic fracture).
Radiology,Part-3,PYQ - GU/Obstetric,An RGU showing a narrowing of the anterior urethra - identify the finding?,Bulbar stricture.
Radiology,Part-3,PYQ - GU/Obstetric,An HSG showing bilateral dilated tubes (h/o TB/PID) - diagnosis?,Bilateral hydrosalpinx.
Radiology,Part-3,PYQ - GU/Obstetric,An HSG showing a single uterine horn - diagnosis?,Unicornuate uterus.
Radiology,Part-4,Pleural Effusion,Radiological sign and earliest finding of pleural effusion?,Sign = meniscus / Ellis S-curve sign; earliest finding = blunting of the costophrenic (CP) angle.
Radiology,Part-4,Pleural Effusion,Direction of mediastinal shift in pleural effusion?,Towards the contralateral side.
Radiology,Part-4,Pleural Effusion,Most sensitive investigation and most sensitive X-ray for pleural effusion (with detectable volumes)?,Most sensitive Ix = USG (detects 5-10 mL); most sensitive X-ray = ipsilateral lateral decubitus (detects 50 mL).
Radiology,Part-4,Pneumothorax,"Direction of mediastinal shift, most sensitive Ix and most sensitive X-ray for pneumothorax?",Shift = contralateral side; most sensitive Ix = CT; most sensitive X-ray = expiratory CXR (makes the normal lung appear white).
