subject,deck,topic,front,back
General Physiology,Part 2 - Nerve & Muscle Physiology,Refractory Periods & Adaptation,What defines the absolute refractory period and what is its duration?,No new action potential can be generated because Na+ channels are inactivated; it lasts about 2 milliseconds
General Physiology,Part 2 - Nerve & Muscle Physiology,Refractory Periods & Adaptation,What defines the relative refractory period?,"A stronger-than-normal stimulus is needed to generate a new action potential, due to the hyperpolarized state of the membrane"
General Physiology,Part 2 - Nerve & Muscle Physiology,Refractory Periods & Adaptation,What is accommodation?,"When a prolonged sub-threshold stimulus is applied, the threshold itself increases, so no action potential is generated"
General Physiology,Part 2 - Nerve & Muscle Physiology,Refractory Periods & Adaptation,What is adaptation?,"When a prolonged supra-threshold stimulus is applied, the firing rate decreases despite the continued stimulus"
General Physiology,Part 2 - Nerve & Muscle Physiology,Refractory Periods & Adaptation,How does hyperkalemia affect the resting membrane potential?,"Extracellular K+ increases, reducing the outward K+ gradient, so less K+ leaves the cell; this makes the RMP more positive (less negative)"
General Physiology,Part 2 - Nerve & Muscle Physiology,Neuromuscular Junction (NMJ),What happens when a nerve action potential reaches the presynaptic terminal at the NMJ?,It depolarizes the terminal and opens voltage-gated Ca2+ channels
General Physiology,Part 2 - Nerve & Muscle Physiology,Neuromuscular Junction (NMJ),What triggers acetylcholine (ACh) release at the presynaptic terminal?,Ca2+ influx into the presynaptic terminal triggers ACh release via vesicle fusion
General Physiology,Part 2 - Nerve & Muscle Physiology,Neuromuscular Junction (NMJ),Which receptor does ACh bind to on the muscle end plate?,Nicotinic ACh receptors
General Physiology,Part 2 - Nerve & Muscle Physiology,Neuromuscular Junction (NMJ),What happens when ACh binds to nicotinic receptors on the end plate?,"Ligand-gated Na+ channels open, causing Na+ influx and generating the end plate potential"
General Physiology,Part 2 - Nerve & Muscle Physiology,Neuromuscular Junction (NMJ),What does the end plate potential ultimately trigger?,Opening of voltage-gated Na+ channels that generate a muscle action potential leading to contraction
General Physiology,Part 2 - Nerve & Muscle Physiology,Neuromuscular Junction (NMJ),Which part of the NMJ is affected in myasthenia gravis?,Post-synaptic nicotinic ACh receptors (antibodies against them)
General Physiology,Part 2 - Nerve & Muscle Physiology,Neuromuscular Junction (NMJ),Which part of the NMJ is affected in Lambert-Eaton myasthenic syndrome (LEMS)?,Pre-synaptic voltage-gated Ca2+ channels
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What does Excitation-Contraction Coupling (ECC) link?,Muscle fiber electrical excitation to mechanical contraction
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,List the sequential steps of excitation-contraction coupling in skeletal muscle.,"1) Depolarization of the sarcolemma 2) Action potential travels down T-tubules 3) Activates DHPR on T-tubules 4) DHPR (coupled to ryanodine receptors on the SR) opens SR Ca2+ channels 5) Cytosolic Ca2+ concentration increases 6) Ca2+ binds Troponin-C, exposing the actin binding site 7) Actin-myosin cross bridge forms and myosin pulls actin 8) ATP binds myosin, releasing the actin filament"
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,Why is cytosolic calcium described as crucial in muscle physiology?,Because cytosolic calcium is crucial for contraction
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,Why is ATP described as crucial in muscle physiology?,Because ATP attachment to myosin is crucial for relaxation (release of the actin filament)
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What happens in the absence of ATP? Give a clinical example.,No relaxation occurs since myosin cannot release actin; the classic clinical example is rigor mortis
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What happens in the absence of calcium during excitation-contraction coupling?,No contraction occurs (calcium is required to bind troponin C and expose the actin-myosin binding site)
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What is cadaveric spasm and what is its forensic significance?,"Instantaneous muscle stiffening that occurs at the moment of death without preceding relaxation; considered a sign of violent or ante-mortem death, such as drowning"
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What pumps Ca2+ back into the sarcoplasmic reticulum to shut off the Ca2+ transient?,"SERCA (SERCA1a), which reuptakes Ca2+ into the SR lumen"
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What protein senses membrane depolarization in the T-tubule and opens the RyR channel on the SR?,DHPR (dihydropyridine receptor)
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What does calcium bind to on the actin filament to activate contraction?,Troponin C (part of the troponin complex)
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What normally covers the myosin-binding sites on actin at rest?,Tropomyosin
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,Describe electromechanical coupling: location and receptor pairing.,Occurs in skeletal muscle; DHPR (CaV1) couples directly to RYR1; 100% of the Ca2+ used comes from the sarcoplasmic reticulum
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What gain-of-function mutation is associated with the DHPR-RYR1 (electromechanical) coupling?,Malignant hyperthermia
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,Describe electrochemical coupling: location and receptor pairing.,Occurs in cardiac and smooth muscle; DHPR (CaV1.2/CaV2) couples to RYR2/RYR3
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What is CICR and what proportion of calcium does it involve?,Calcium-Induced Calcium Release - extracellular Ca2+ influx triggers further Ca2+ release from the SR; about 20% of the calcium used comes from outside the cell
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,"In smooth muscle, what does calcium bind to (in addition to troponin pathways in cardiac muscle)?",Calmodulin
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,"What does the calcium-calmodulin complex activate in smooth muscle, and what does it cause?","It activates MLCK (Myosin Light Chain Kinase), which phosphorylates MLC to cause contraction"
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,What causes relaxation in smooth muscle after MLC is phosphorylated?,"Phosphatase dephosphorylates MLC, causing relaxation"
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Excitation-Contraction Coupling,Summarize the core roles of calcium and ATP in muscle contraction.,Calcium drives contraction; ATP drives relaxation
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What are the three phases of a muscle twitch following an action potential?,"Latent period, contraction period, and relaxation period"
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What defines the contraction period of a muscle twitch?,The period from the end of the latent period to the point of maximum contraction
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What happens if a stimulus is given during the latent period?,No contraction occurs; the latent period corresponds to the absolute refractory period
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What is tetanus in the context of skeletal muscle physiology?,"When a new action potential arrives within the contraction period of the previous twitch, causing summation of contractions"
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What is tetanizing frequency and its formula?,The stimulus frequency required to produce tetanus; Tetanizing frequency = 1 / contraction period
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What results from a stimulus given during the period of relaxation?,Incomplete tetanus (partial summation)
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What results from a stimulus given during the period of contraction?,Complete tetanus (fully fused summation)
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What is Treppe (staircase phenomenon)?,"When a muscle fiber is stimulated exactly at the end of the relaxation phase, resulting in increased tension and better muscle efficiency due to residual calcium"
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What is Treppe considered the physiological basis of?,The basis of warm-up exercises
General Physiology,Part 3 - Muscle Contraction & E-C Coupling,Muscle Twitch/Tetanus/Treppe,What happens if a stimulus is given as soon as relaxation has finished (staircase pattern of stimuli)?,It produces the staircase/Treppe phenomenon with progressively increasing tension
General Physiology,Part 4 - Muscle Reflexes,Stretch Reflex,What type of reflex is the stretch reflex (spindle reflex) and what is its stimulus?,Monosynaptic reflex; stimulus is muscle stretch (change in length)
General Physiology,Part 4 - Muscle Reflexes,Stretch Reflex,What is the afferent fiber type for the stretch reflex?,Ia fibers
General Physiology,Part 4 - Muscle Reflexes,Stretch Reflex,What is the response of the stretch reflex?,"Agonist muscle contracts, antagonist muscle relaxes"
General Physiology,Part 4 - Muscle Reflexes,Golgi Tendon Reflex,What type of reflex is the Golgi tendon reflex (inverse stretch reflex) and what is its stimulus?,Disynaptic reflex; stimulus is increased tension
General Physiology,Part 4 - Muscle Reflexes,Golgi Tendon Reflex,What is the afferent fiber type for the Golgi tendon reflex?,Ib fibers
General Physiology,Part 4 - Muscle Reflexes,Golgi Tendon Reflex,What is the response of the Golgi tendon reflex?,Agonist relaxes (autogenic inhibition)
General Physiology,Part 4 - Muscle Reflexes,Withdrawal Reflex,What type of reflex is the withdrawal reflex (flexor + crossed extensor) and what is its stimulus?,Polysynaptic reflex; stimulus is pain
General Physiology,Part 4 - Muscle Reflexes,Withdrawal Reflex,What is the afferent fiber type for the withdrawal reflex?,A-delta and C fibers
General Physiology,Part 4 - Muscle Reflexes,Withdrawal Reflex,What is the response pattern of the withdrawal reflex on the affected vs unaffected side?,"Affected side: flexors contract, extensors relax. Unaffected side (crossed extensor reflex): extensors contract, flexors relax"
General Physiology,Part 4 - Muscle Reflexes,Muscle Spindle,What is the function of the muscle spindle?,Acts as a stretch sensor inside the muscle
General Physiology,Part 4 - Muscle Reflexes,Muscle Spindle,What are the two types of intrafusal fibers in the muscle spindle?,Nuclear bag fibers and nuclear chain fibers
General Physiology,Part 4 - Muscle Reflexes,Muscle Spindle,What are the two subtypes of nuclear bag fibers and what do they detect?,Dynamic bag detects rate of stretch; static bag detects sustained stretch
General Physiology,Part 4 - Muscle Reflexes,Muscle Spindle,What does the nuclear chain fiber detect?,Only sustained stretch
General Physiology,Part 4 - Muscle Reflexes,Muscle Spindle,What does the Group Ia afferent (annulospiral ending) sense?,Both dynamic and static stretch
General Physiology,Part 4 - Muscle Reflexes,Muscle Spindle,What does the Group II afferent (flower-spray ending) sense?,Only static stretch
General Physiology,Part 4 - Muscle Reflexes,Lloyd-Hunt Classification,"In the Lloyd-Hunt classification of sensory nerves, what does class Ia correspond to?",Muscle spindle (annulospiral ending)
General Physiology,Part 4 - Muscle Reflexes,Lloyd-Hunt Classification,"In the Lloyd-Hunt classification of sensory nerves, what does class Ib correspond to?",Golgi tendon organ
General Physiology,Part 4 - Muscle Reflexes,Lloyd-Hunt Classification,"In the Lloyd-Hunt classification of sensory nerves, what does class II correspond to?",Muscle spindle (flower-spray ending)
General Physiology,Part 4 - Muscle Reflexes,Lloyd-Hunt Classification,"In the Lloyd-Hunt classification of sensory nerves, what does class III correspond to?",Pain and cold receptors
General Physiology,Part 4 - Muscle Reflexes,Lloyd-Hunt Classification,"In the Lloyd-Hunt classification of sensory nerves, what does class IV correspond to?",Pain and temperature receptors
General Physiology,Part 4 - Muscle Reflexes,Alpha-Gamma Coactivation,What is alpha-gamma coactivation?,"Simultaneous activation of alpha and gamma motor neurons, so alpha motor neurons contract the extrafusal muscle while gamma motor neurons contract the intrafusal spindle fibers"
General Physiology,Part 4 - Muscle Reflexes,Alpha-Gamma Coactivation,Why is gamma motor neuron activation necessary during muscle contraction?,Because when the muscle contracts the spindle becomes slack and cannot sense stretch; gamma activation keeps the spindle taut and maintains its sensitivity
General Physiology,Part 5 - Muscle Physiology Graphs,Length-Tension Relationship,What is the length-tension relationship in skeletal muscle?,"As sarcomere length increases from short, tension/force increases, reaches a maximum, then decreases"
General Physiology,Part 5 - Muscle Physiology Graphs,Length-Tension Relationship,What is the optimal sarcomere length for maximum tension development?,2.0-2.2 micrometers (the B-C region of the length-tension curve)
General Physiology,Part 5 - Muscle Physiology Graphs,Length-Tension Relationship,Which cardiovascular physiology law shares a concept similar to the skeletal muscle length-tension relationship?,Frank-Starling law
General Physiology,Part 5 - Muscle Physiology Graphs,Passive Tension,What causes passive tension in a muscle?,Elastic connective tissue components within and around the muscle
General Physiology,Part 5 - Muscle Physiology Graphs,Passive Tension,When does passive tension start to increase?,When the muscle is stretched beyond its resting length
General Physiology,Part 5 - Muscle Physiology Graphs,Passive Tension,What does passive tension contribute to as sarcomere length increases beyond optimum?,"It contributes to total tension, which may keep increasing even while active tension is declining"
General Physiology,Part 5 - Muscle Physiology Graphs,Sarcomere Structure,What does the I-band of the sarcomere contain?,Only actin (thin filament)
General Physiology,Part 5 - Muscle Physiology Graphs,Sarcomere Structure,What does the A-band of the sarcomere contain?,"Actin (thin filament), myosin (thick filament), the M-line, and the H-zone"
General Physiology,Part 5 - Muscle Physiology Graphs,Sarcomere Structure,What happens to the I-band during muscle contraction?,"It shortens (mnemonic: ""I contract"")"
General Physiology,Part 5 - Muscle Physiology Graphs,Sarcomere Structure,What happens to the H-zone during muscle contraction?,"It disappears (mnemonic: ""H hides"")"
General Physiology,Part 5 - Muscle Physiology Graphs,Sarcomere Structure,What happens to the A-band during muscle contraction?,It stays constant
General Physiology,Part 5 - Muscle Physiology Graphs,Sarcomere Structure,What happens to the M-line during muscle contraction?,It becomes more prominent
General Physiology,Part 5 - Muscle Physiology Graphs,Structural Proteins,"Which structural protein runs from the Z-line to the M-line, and what is notable about it?","Titin, which is the largest protein in the body"
General Physiology,Part 5 - Muscle Physiology Graphs,Structural Proteins,Which structural protein anchors actin to the Z-line?,Alpha-actinin
General Physiology,Part 5 - Muscle Physiology Graphs,Structural Proteins,Which structural protein stabilizes actin filaments?,Nebulin
General Physiology,Part 5 - Muscle Physiology Graphs,Muscle Fiber Types,"What are the characteristics of Type-1 (slow, red) muscle fibers?","Increased blood vessels, increased myoglobin, increased mitochondria, and oxidative metabolism"
General Physiology,Part 5 - Muscle Physiology Graphs,Muscle Fiber Types,"What are the characteristics of Type-2 (fast, white) muscle fibers?","Decreased blood vessels, decreased myoglobin, decreased mitochondria, and glycolytic metabolism"
General Physiology,Part 5 - Muscle Physiology Graphs,Muscle Fiber Types,What mnemonic describes Type-1 muscle fibers?,"""1 slow red Ox"" (Type 1 = slow, red, oxidative)"
General Physiology,Part 5 - Muscle Physiology Graphs,Muscle Fiber Types,"How do ocular muscle, gastrocnemius, and soleus compare in speed of contraction (duration of depolarization)?","Ocular muscle is fastest (shortest duration/fast fiber type), gastrocnemius is intermediate, and soleus is slowest (longest duration, slow fiber type)"
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Tight Junction,Where is the tight junction located and what is its function?,"Located apicolaterally; it prevents paracellular movement, acting as a barrier"
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Tight Junction,Which proteins compose the tight junction?,"Claudin, occludin, and JAM (junctional adhesion molecule)"
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Tight Junction,What major physiological barrier is maintained by tight junctions?,The blood-brain barrier (BBB)
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Tight Junction,What is ZOT and what toxin is it related to in the context of tight junctions?,"ZOT (Zonula Occludens Toxin) is related to cholera toxin, which affects tight junction integrity in the gut"
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Adherens Junction,"What is the adherens junction also called, and which protein composes it?",Zonula adherens; composed of E-cadherin
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Adherens Junction,Which malignancies are clinically associated with decreased E-cadherin?,Lobular breast carcinoma and diffuse gastric carcinoma
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Desmosome,"What is the desmosome also called, and which protein composes it?",Macula adherens; composed of desmoglein
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Desmosome,What intracellular structures are desmosomes linked to?,Intermediate filaments (keratin)
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Desmosome,Which antibody-mediated skin disease targets desmoglein at desmosomes?,Pemphigus (anti-desmoglein antibodies)
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Gap Junction,What is the function of the gap junction and what is its structural unit?,"Function is cell-to-cell communication (ions, electrical signals); structural unit is the connexon, made of 6 connexins"
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Gap Junction,Where are gap junctions prominently located in the heart?,Intercalated discs of cardiac muscle
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Gap Junction,Which hereditary disease is associated with connexin gene defects?,"Charcot-Marie-Tooth disease (CMT), a hereditary sensorimotor neuropathy (HSMN)"
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Hemidesmosome,What is the function of the hemidesmosome?,Attaches the cell to the basement membrane
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Hemidesmosome,Which protein composes hemidesmosomes and what does it connect to?,"Integrins, which connect to fibronectin/laminin and collagen in the extracellular matrix (ECM)"
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Hemidesmosome,Which autoimmune blistering disease results from hemidesmosome/integrin dysfunction?,Bullous pemphigoid
General Physiology,Part 6 - Epithelial Cell Junctions & Circumventricular Organs,Circumventricular Organs,What are circumventricular organs?,"Regions of the brain that lack a blood-brain barrier, allowing free exchange between blood and brain tissue"
