subject,deck,topic,front,back
Forensic Medicine & Toxicology,Part-5 Ballistics,Muzzle marks,"Unburnt powder causes what, and where?",Tattooing (stippling) in the dermis — it cannot be wiped off.
Forensic Medicine & Toxicology,Part-5 Ballistics,Muzzle marks,The grease collar / bullet wipe is formed by what?,Lubricant carried on the bullet.
Forensic Medicine & Toxicology,Part-5 Ballistics,GSR composition,Give the composition of primer/GSR.,"Barium nitrate, lead peroxide, lead styphnate, antimony sulfide, and tetracene."
Forensic Medicine & Toxicology,Part-5 Ballistics,Gunpowder,Composition of black gunpowder?,"Potassium nitrate (KNO3), charcoal, and sulphur."
Forensic Medicine & Toxicology,Part-5 Ballistics,Gunpowder,Composition of single-base smokeless powder?,Nitrocellulose.
Forensic Medicine & Toxicology,Part-5 Ballistics,Gunpowder,Composition of double-base smokeless powder?,Nitrocellulose plus nitroglycerine.
Forensic Medicine & Toxicology,Part-5 Ballistics,Gunpowder,Composition of triple-base smokeless powder?,"Nitrocellulose, nitroglycerine, and nitroguanidine."
Forensic Medicine & Toxicology,Part-5 Ballistics,Gunpowder,Composition of semi-smokeless powder?,80% black plus 20% smokeless powder.
Forensic Medicine & Toxicology,Part-5 Ballistics,Entry vs exit,Entry-wound edges are how?,Inverted.
Forensic Medicine & Toxicology,Part-5 Ballistics,Entry vs exit,List features of an exit wound.,"Everted edges, no burning/blackening/tattooing, and no grease or abrasion collar."
Forensic Medicine & Toxicology,Part-5 Ballistics,Range of fire,Features of a contact firearm wound?,"Cruciate/stellate shape, cherry-red tissue, with burning, blackening, tattooing, grease collar and abrasion collar all inside the wound."
Forensic Medicine & Toxicology,Part-5 Ballistics,Range of fire,What is the wound shape in a contact shotgun injury?,Rat-hole.
Forensic Medicine & Toxicology,Part-5 Ballistics,Range of fire,Features of a close-range (<2 m) wound?,"Burning, blackening, tattooing present, with grease and abrasion collar."
Forensic Medicine & Toxicology,Part-5 Ballistics,Range of fire,"Features of a near-range wound, and its distance?","No burning/blackening; tattooing, grease and abrasion collar present; 1–2 m."
Forensic Medicine & Toxicology,Part-5 Ballistics,Range of fire,"Define near, intermediate and distant ranges by distance.","Near 1–2 m, intermediate 2–4 m, distant >4 m."
Forensic Medicine & Toxicology,Part-5 Ballistics,Range of fire,Features of a distant (>4 m) wound?,No burning/blackening/tattooing; only grease and abrasion collar.
Forensic Medicine & Toxicology,Part-5 Ballistics,Range of fire,Shotgun pellet dispersion across ranges?,Near = rat-hole (no dispersion); intermediate (2–4 m) = partial dispersion; distant (>4 m) = complete dispersion.
Forensic Medicine & Toxicology,Part-5 Ballistics,Bullet types,What is a tandem / piggyback bullet?,A bullet that follows and pushes out a previously lodged bullet (two travel together).
Forensic Medicine & Toxicology,Part-5 Ballistics,Bullet types,What is a dum-dum bullet?,A soft/hollow-point bullet that expands (mushrooms) on impact.
Forensic Medicine & Toxicology,Part-5 Ballistics,Bullet types,What is a frangible bullet?,A bullet that disintegrates into fragments on impact.
Forensic Medicine & Toxicology,Part-5 Ballistics,Bullet types,Key feature of a ricochet bullet wound?,Entry and exit appearances are the same (atypical).
Forensic Medicine & Toxicology,Part-5 Ballistics,Bullet motion,Differentiate yawing from tumbling.,Yawing = wobble off the long axis; tumbling = end-over-end rotation.
Forensic Medicine & Toxicology,Part-5 Ballistics,Skull effects,A keyhole wound is caused by what?,A bullet striking tangentially.
Forensic Medicine & Toxicology,Part-5 Ballistics,Skull effects,A gutter fracture involves which skull layer?,Only the outer table.
Forensic Medicine & Toxicology,Part-5 Ballistics,Skull effects,What is a Kronlein shot?,Evisceration (extrusion) of the brain from the skull.
Forensic Medicine & Toxicology,Part-5 Ballistics,Puppe's rule,State Puppe's rule.,"A later fracture line stops at a pre-existing fracture line, establishing the sequence (A then B then C)."
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Drowning,Blood changes in fresh-water drowning?,"Haemodilution, low Na+ and Cl-, RBC lysis, raised K+, and arrhythmia."
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Drowning,Blood changes in salt-water drowning?,"Haemoconcentration, raised Na+ and Cl-, raised Mg and Sr, and myocardial anoxia."
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Drowning,What does the Gettler test measure?,The chloride difference between the two sides of the heart in drowning.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Drowning,What is the mechanism of dry drowning?,Laryngospasm (no water enters the lungs).
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Drowning,Complications of near drowning?,Sepsis and hypothermia.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Drowning,Mechanism of immersion syndrome?,Cold water triggers a vagovagal reflex causing cardiac (vagal) inhibition.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Cadaveric spasm,How is cadaveric spasm distinguished from rigor mortis?,"It has no primary relaxation and occurs instantaneously, whereas rigor mortis has primary relaxation first."
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Diatom test,"What samples are used in the diatom test, and why are diatoms durable?",Bone marrow and viscera; diatoms have silica shells resistant to acid digestion.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Drowning signs,Where are Paltauf haemorrhages located?,Subpleural (pleural) — seen in drowning.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Drowning signs,What is the froth like in drowning?,"Copious, fine, white froth."
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Drowning signs,What is the significance of washerwoman's hands?,An immersion change that does NOT differentiate antemortem from postmortem drowning.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Suffocation,Define smothering.,Closure of the external airways (nose and mouth).
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Suffocation,Define gagging.,Obstruction of the mouth/throat by a gag.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Suffocation,Define choking.,Internal obstruction of the airway by a foreign body.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Choking,Which manoeuvre treats choking in an adult?,Heimlich manoeuvre (abdominal thrust).
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Choking,How is choking managed in infants under 2 years?,Back thrusts and chest thrusts (not the Heimlich).
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Choking,"What is café coronary, and why is it a misnomer?","Asphyxia from a food bolus (choking), not a coronary event."
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Suffocation,What is Burking?,A combination of smothering and traumatic asphyxia (sitting on the chest).
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Suffocation,Traumatic asphyxia produces what sign?,Masque ecchymotique (congested head and neck).
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Suffocation,The jack-knife position causes what?,Positional asphyxia.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Suffocation,Define overlaying.,Accidental smothering of an infant by a co-sleeping adult.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Strangulation,Define throttling.,Manual strangulation using the hands.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Strangulation,Define mugging.,Strangulation using the forearm/limb (chokehold).
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Strangulation,Define Bansdola.,Strangulation by compressing the neck between two bamboo sticks.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Strangulation,Garrotting is also called what?,Spanish windlass.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Asphyxia signs,Name the triad of asphyxial death signs.,"Cyanosis, congestion, and Tardieu spots (petechiae)."
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Hanging vs strangulation,Ligature-mark direction in hanging vs strangulation?,Hanging = oblique; strangulation = transverse.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Hanging vs strangulation,Ligature-mark continuity in hanging vs strangulation?,Hanging = non-continuous; strangulation = continuous.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Hanging vs strangulation,Level of the ligature mark in hanging vs strangulation?,Hanging = above the thyroid; strangulation = at or below the thyroid.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Hanging vs strangulation,Base of the ligature mark in hanging vs strangulation?,"Hanging = pale, hard, parchment-like; strangulation = soft and reddish."
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Hanging vs strangulation,Hyoid fracture type in hanging vs strangulation?,Hanging = abduction fracture; strangulation = adduction fracture (SAD = Strangulation ADduction).
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Hanging,Surest sign of antemortem hanging?,Dribbling of saliva.
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Hanging,Features of la facie sympathique (knot side)?,"Open eye, dilated pupil, and protruding tongue."
Forensic Medicine & Toxicology,Part-6 Asphyxial Deaths,Hanging,What does Simon's sign/bleeds refer to in hanging?,Haemorrhages of the epidural/anterior vertebral region.
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,Best method of dental identification?,The FDI method.
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,Carabelli's cusp is seen in which race?,Caucasians.
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,Gustafson's method estimates age in which group?,Adults over 25 years (using 6 dental changes).
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,Most reliable Gustafson criterion?,Transparency of the root.
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,"Eruption sequence of deciduous teeth, and their total number?","Incisor, first molar, canine, second molar; total 20."
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,Eruption sequence of permanent teeth?,"M1, central incisor, lateral incisor, PM1, PM2, canine, M2, M3."
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,Eruption age of the first permanent molar?,6 years.
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,Eruption age of the third molar (M3)?,17–25 years.
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,"Mixed dentition age range, and number of teeth?",6–11 years; total 24 teeth.
Forensic Medicine & Toxicology,Part-7 Human Identification,Teeth,Formula for number of permanent teeth by age?,(Age − 5) × 4.
Forensic Medicine & Toxicology,Part-7 Human Identification,Anthropometry,State the cephalic index formula.,(Head breadth / head length) × 100.
Forensic Medicine & Toxicology,Part-7 Human Identification,Anthropometry,Cephalic-index classification of Indians?,Mesaticephalic.
Forensic Medicine & Toxicology,Part-7 Human Identification,Fingerprints,Name the fingerprint patterns and the commonest.,"Arch, loop (most common), and whorl."
Forensic Medicine & Toxicology,Part-7 Human Identification,Fingerprints,Dactylography is also known as what?,The Galton system of fingerprinting.
Forensic Medicine & Toxicology,Part-7 Human Identification,Fingerprints,When do fingerprints develop in the fetus?,By 24 weeks (beginning around 14 weeks).
Forensic Medicine & Toxicology,Part-7 Human Identification,Fingerprints,State Quetelet's (Quelet) rule.,Fingerprints differ even in identical twins.
Forensic Medicine & Toxicology,Part-7 Human Identification,Identification,What does rugoscopy study?,Palatal rugae (palatal impressions).
Forensic Medicine & Toxicology,Part-7 Human Identification,Identification,Superimposition technique uses what?,The skull and a photograph.
Forensic Medicine & Toxicology,Part-7 Human Identification,DNA,Which samples are used for forensic DNA?,"Blood, muscle, and teeth (not nails)."
Forensic Medicine & Toxicology,Part-7 Human Identification,Sex/insanity,Ashley's rule estimates sex from which bone?,The sternum.
Forensic Medicine & Toxicology,Part-7 Human Identification,Sex/insanity,"Durham (product), Curren and Brawner rules relate to what?",Legal tests of insanity.
Forensic Medicine & Toxicology,Part-7 Human Identification,Sex/insanity,Krogman's accuracy for sex is maximal from which bone?,The pelvis.
Forensic Medicine & Toxicology,Part-7 Human Identification,Fingerprint diseases,Fingerprint complete loss is seen in?,Burns and celiac disease.
Forensic Medicine & Toxicology,Part-7 Human Identification,Fingerprint diseases,Fingerprint permanent impairment is seen in?,"Radiotherapy, electrical injury, and leprosy."
Forensic Medicine & Toxicology,Part-7 Human Identification,Fingerprint diseases,Fingerprint change in ridge distance is seen in?,Acromegaly and rickets.
Forensic Medicine & Toxicology,Part-7 Human Identification,Fingerprint diseases,Fingerprint ridge alteration (SEA) is seen in?,"Scleroderma, eczema, and acanthosis nigricans."
Forensic Medicine & Toxicology,Part-7 Human Identification,Pelvis,Pelvis shape — female vs male?,Female wider; male narrower.
Forensic Medicine & Toxicology,Part-7 Human Identification,Pelvis,Pelvic inlet/outlet — female vs male?,Female larger; male smaller.
Forensic Medicine & Toxicology,Part-7 Human Identification,Pelvis,Coccyx — female vs male?,Female moveable and more curved anteriorly; male immovable and less curved.
Forensic Medicine & Toxicology,Part-7 Human Identification,Pelvis,Pubic arch — female vs male?,Female wider; male V-shaped.
Forensic Medicine & Toxicology,Part-7 Human Identification,Pelvis,Subpubic angle — female vs male?,Female greater than 90°; male less than 90°.
Forensic Medicine & Toxicology,Part-7 Human Identification,Pelvis,Pelvic brim — female vs male?,Female large and round; male small and heart-shaped.
